segment_id,latitude,longitude,upstream_npdes_count,upstream_npdes_pfas_count,nearest_pfas_facility_km,upstream_discharge_volume_m3,pfas_industry_density,afff_site_nearby,wwtp_upstream,landfill_upstream,mean_annual_flow_m3s,low_flow_7q10_m3s,stream_order,watershed_area_km2,baseflow_index,mean_velocity_ms,pct_urban,pct_agriculture,pct_forest,pct_impervious,population_density,airport_within_10km,fire_training_site,ph,temperature_c,dissolved_organic_carbon_mgl,total_organic_carbon_mgl,conductivity_us_cm,water_pfas_ng_l
seg_002231,40.025689079243755,-82.60446141253081,4,0,16.54,549.0,0.528,0,0,0,19.95,2.682,3,717.6,0.223,0.196,28.6,84.8,4.7,12.8,137.7,0,0,6.91,24.8,2.92,3.81,268.8,28.45
seg_002232,38.25445643789372,-67.0,5,0,21.59,1319.0,0.697,0,0,0,38.99,8.56,3,1904.4,0.35,0.756,65.6,71.6,0.0,21.3,181.0,0,0,6.87,25.6,1.0,1.28,120.8,9.34
seg_002233,39.561560784296674,-78.34882232168569,2,2,6.23,103.0,0.19,0,1,0,44.1,5.897,6,1407.9,0.204,0.152,24.3,43.6,39.1,12.5,5.9,0,0,7.2,15.7,3.27,3.42,136.3,6.99
seg_002234,39.64654816317866,-75.20621974531228,9,0,11.62,1600.0,0.754,0,1,0,6.79,1.708,2,36.0,0.315,1.485,44.5,40.8,31.8,15.3,6.9,0,0,8.02,13.3,6.84,7.47,215.8,325.24
seg_002235,38.519955880471485,-70.21996665274436,1,0,5.27,15559.0,0.351,0,1,0,12.02,3.222,7,393.8,0.436,1.048,32.5,41.8,28.5,22.5,6.3,0,0,6.9,17.6,4.08,5.32,261.4,14.18
seg_002236,38.96481574933159,-79.042469518656,1,0,18.43,890.0,0.604,0,0,0,7.91,1.712,2,309.7,0.653,1.415,32.2,58.6,21.8,11.2,394.2,0,0,7.45,10.6,9.1,10.67,414.9,3.37
seg_002237,46.39458868201887,-81.03933956611066,2,0,32.75,10766.0,0.408,0,0,0,8.43,1.744,1,390.4,0.798,1.276,37.4,11.2,40.1,24.2,1.7,0,0,7.14,16.6,4.99,5.81,234.9,20.43
seg_002238,42.24367779176495,-74.73131351612584,2,1,32.44,27447.0,0.212,0,0,0,27.85,3.395,4,631.0,0.32,1.723,23.9,62.5,29.1,15.6,50.9,1,0,7.02,22.0,1.98,2.08,539.5,12.11
seg_002239,38.81807872788336,-84.96538198956195,3,0,14.85,13009.0,0.148,0,0,0,24.1,4.009,2,176.5,0.621,1.768,13.6,56.1,37.4,6.4,13.7,0,0,6.27,25.9,5.46,7.67,326.8,14.66
seg_002240,42.78781761804294,-77.4395303843396,3,0,46.67,4054.0,0.147,0,0,0,8.73,0.939,2,93.4,0.411,1.163,24.8,21.4,50.3,15.7,11.3,0,0,7.5,20.3,6.07,7.02,539.0,4.6
seg_002241,38.66472204097596,-74.77480667842298,2,0,26.14,33859.0,2.324,0,1,0,5.7,1.288,1,261.3,0.71,0.978,4.7,35.7,40.4,2.2,69.2,0,0,6.95,21.7,6.42,7.43,567.4,39.51
seg_002242,44.69249855034656,-77.34975948412583,0,1,14.56,32166.0,0.221,0,1,0,4.34,0.923,4,207.4,0.4,1.983,30.2,33.4,45.9,12.4,370.7,0,0,7.25,18.8,7.3,10.89,373.0,9.53
seg_002243,41.47856876879238,-83.71725471592873,2,1,27.27,938.0,1.31,0,0,0,7.22,0.558,3,111.7,0.386,0.467,5.7,48.7,38.6,2.6,15.9,0,0,6.56,22.1,3.55,3.86,291.3,101.64
seg_002244,39.57079142398308,-68.02911021897994,6,0,4.59,769.0,0.037,0,0,1,52.96,14.535,3,1874.9,0.521,1.315,14.9,56.0,31.4,10.6,49.1,1,0,6.54,7.5,1.96,2.78,147.6,7.71
seg_002245,41.79086770324111,-75.48230923025412,4,0,10.53,1536.0,0.052,0,0,0,19.6,5.819,2,515.4,0.799,1.278,13.9,44.8,39.8,10.8,1.6,0,0,6.28,11.6,6.52,8.5,163.4,12.49
seg_002246,33.716495391726,-68.8442394111913,9,0,35.9,2529.0,0.579,0,1,0,13.49,1.153,1,434.5,0.412,1.918,23.1,75.3,5.9,10.7,17.6,0,1,7.58,22.9,7.48,8.38,134.2,5.26
seg_002247,35.49293012436078,-77.30018125090223,2,0,61.9,35033.0,0.306,0,1,0,6.34,0.753,2,46.0,0.321,0.279,46.1,26.2,34.0,24.8,1696.0,0,0,7.74,10.9,3.68,4.29,227.8,7.19
seg_002248,35.22429997440378,-80.40005990845381,0,0,11.68,16051.0,1.062,0,1,0,24.59,6.28,1,1189.7,0.618,1.901,15.7,83.5,1.2,7.2,1297.4,1,0,7.65,14.6,4.1,5.91,681.9,6.12
seg_002249,40.57177237905483,-74.6540953987242,6,2,6.42,5559.0,2.122,0,0,0,13.85,2.06,2,363.2,0.736,1.552,25.1,21.7,57.9,10.3,152.3,0,0,6.51,18.1,2.53,3.46,112.2,246.59
seg_002250,46.93005999794037,-77.0789356316411,1,0,0.36,5209.0,0.705,0,1,0,12.67,0.816,5,503.8,0.698,0.345,11.2,44.2,56.2,3.9,27.0,0,0,7.14,11.4,2.04,2.7,138.0,27.19
seg_002251,48.0,-81.88880728995679,2,0,12.48,393.0,0.883,0,0,0,22.9,6.366,3,646.9,0.728,0.471,21.9,24.9,42.4,10.4,229.2,0,0,7.17,20.0,3.36,3.88,174.2,20.74
seg_002252,42.55220440576303,-68.65107870606252,2,0,12.06,35399.0,1.022,0,1,0,10.8,1.959,1,470.5,0.22,0.623,29.7,20.7,49.8,17.5,1.4,0,0,7.22,19.4,4.25,6.15,686.9,8.33
seg_002253,42.00337789977783,-79.11135111446998,4,0,50.62,5244.0,0.794,1,0,0,34.54,1.994,4,1156.4,0.248,1.386,0.8,56.9,45.2,0.5,44.5,0,0,7.53,30.0,4.28,6.13,1137.6,12.42
seg_002254,32.795769063389045,-85.20133192397785,3,0,2.31,437.0,0.374,1,0,1,9.89,1.57,4,192.2,0.675,1.522,23.8,72.2,0.0,8.5,6.9,0,0,7.55,12.9,2.18,2.33,814.8,48.9
seg_002255,37.82930480106391,-69.35916973021334,6,0,1.92,150.0,0.154,0,0,0,20.66,5.343,4,566.9,0.448,1.5,11.8,44.9,39.2,8.1,0.7,0,0,7.68,17.8,1.11,1.55,601.4,13.86
seg_002256,36.84886499236704,-78.52149007906311,6,0,17.54,335.0,0.774,0,0,0,42.62,6.334,3,1729.5,0.471,1.34,52.5,43.7,0.0,32.1,4.9,0,0,6.68,14.5,1.76,2.46,102.5,11.37
seg_002257,37.51660960699554,-79.03911946307812,7,0,15.7,4778.0,0.191,0,0,0,3.31,0.273,1,56.5,0.439,0.355,32.3,40.6,37.0,15.8,933.8,0,0,7.71,23.3,3.52,5.2,196.0,5.14
seg_002258,39.32742472566084,-84.82693793514987,3,0,4.19,31.0,0.155,0,1,0,11.28,0.68,2,456.0,0.301,0.182,40.3,35.3,27.7,29.1,1517.5,0,0,6.96,11.1,2.64,2.84,82.1,67.11
seg_002259,38.11163768921149,-67.29529256701504,1,1,9.17,343.0,0.094,0,1,0,3.59,0.88,2,132.6,0.764,0.627,25.7,23.5,41.0,14.3,7.0,0,1,7.23,20.3,2.96,3.15,141.9,7.09
seg_002260,32.08280075849685,-82.44740293604843,1,0,109.72,10784.0,0.493,0,1,1,12.6,2.238,1,67.7,0.639,1.241,14.7,45.3,39.1,5.9,11.1,0,0,7.65,20.5,5.13,7.5,387.0,7.14
seg_002261,42.991641024470134,-75.70775259647175,2,1,21.6,1892.0,0.139,0,1,0,2.82,0.367,1,124.1,0.394,0.771,46.4,62.9,0.0,35.3,0.2,0,0,6.2,18.6,3.89,4.15,207.7,23.09
seg_002262,35.70902789704078,-71.4368983872978,6,0,2.76,116.0,0.235,0,0,0,59.11,15.167,2,1681.1,0.555,1.715,44.8,52.5,19.1,24.0,74.8,0,0,7.13,16.9,3.63,5.18,488.5,6.76
seg_002263,40.9569874564446,-73.89141533498452,7,0,0.61,1360.0,0.989,0,1,0,59.02,4.622,5,2758.4,0.517,1.66,28.0,71.9,14.7,13.5,179.7,0,0,7.2,17.4,3.27,4.5,1154.1,85.54
seg_002264,48.0,-76.29827155996095,3,0,1.29,2938.0,0.79,0,0,0,27.6,2.51,6,151.5,0.486,0.514,38.3,24.5,46.5,27.9,1.8,0,0,7.36,10.4,1.96,2.31,402.7,7.24
seg_002265,36.32246163365431,-84.50832929143708,5,0,14.78,25844.0,0.189,0,0,0,2.13,0.314,3,93.3,0.778,1.352,14.2,23.9,81.0,9.5,55.4,0,0,6.99,20.9,1.51,1.77,109.3,2.45
seg_002266,29.878849909014683,-80.04862417883642,3,0,60.21,9715.0,0.925,0,1,1,4.76,0.285,1,188.8,0.47,1.678,31.0,50.4,16.5,13.6,0.9,1,0,6.85,16.2,2.58,2.73,158.0,6.54
seg_002267,38.85598311247956,-75.0609983097874,4,2,32.81,7863.0,0.037,0,0,0,2.44,0.644,5,84.9,0.568,1.81,6.6,31.2,59.1,2.7,1.8,0,0,6.89,38.7,6.24,6.78,1068.1,39.09
seg_002268,44.40383853999428,-79.93587034993499,4,1,10.7,16317.0,2.374,0,0,0,18.36,3.021,6,585.9,0.356,0.912,19.4,39.5,53.1,8.5,166.5,1,0,8.15,19.6,7.39,9.01,103.7,31.37
seg_002269,47.833389816882374,-74.98320270000616,2,0,44.67,120.0,0.27,0,1,0,65.53,13.005,2,2095.0,0.42,1.824,36.0,52.9,5.1,16.6,7.9,0,0,7.73,13.4,4.36,5.94,336.2,2.89
seg_002270,35.08180162219033,-72.59128295592429,5,0,41.86,52774.0,0.196,0,1,0,8.34,0.514,2,356.7,0.544,1.507,26.8,60.3,11.0,12.4,457.6,0,0,7.57,18.6,2.51,3.23,367.2,5.31
seg_002271,41.98679689294609,-71.18748557099948,1,0,19.79,41541.0,1.286,0,1,0,5.45,1.452,2,270.8,0.756,0.664,30.3,65.9,22.5,16.7,35.4,0,0,7.16,20.8,1.08,1.36,905.8,9.97
seg_002272,38.13875817287979,-82.13089678906341,6,2,14.88,1397.0,0.072,0,0,1,13.48,3.943,4,347.9,0.784,0.749,20.3,35.0,38.3,12.3,16.1,0,0,6.9,19.0,1.51,1.82,389.4,10.81
seg_002273,39.576206582783456,-67.0,2,0,5.97,11.0,0.221,0,1,0,7.55,2.052,1,230.1,0.686,0.364,37.3,89.6,0.0,16.0,117.2,1,0,7.74,17.6,3.49,4.21,204.2,16.52
seg_002274,48.0,-72.16260327722935,1,0,9.8,45635.0,0.222,0,0,1,5.55,1.227,1,73.1,0.693,0.82,13.3,17.3,63.0,6.9,94.2,0,0,7.6,12.2,3.17,4.15,53.5,7.12
seg_002275,33.988118686419384,-76.00857076834532,2,0,12.41,14.0,0.276,0,0,1,81.39,20.183,2,1842.4,0.273,0.792,14.8,81.7,4.7,9.5,75.8,0,0,6.87,22.6,5.76,6.18,346.4,2.6
seg_002276,41.0149586459783,-70.5523170846168,6,0,50.25,7617.0,0.943,0,0,0,7.9,2.072,1,99.7,0.743,1.286,26.7,54.9,11.9,14.0,13.2,1,0,7.49,14.2,3.76,5.27,158.7,5.15
seg_002277,41.87077268706173,-67.0,4,0,24.15,1658.0,0.947,0,0,0,12.2,1.271,2,66.7,0.769,0.683,27.6,59.8,8.8,16.2,516.7,0,0,7.12,19.4,4.85,5.22,277.5,7.08
seg_002278,44.34314529975739,-83.19360050528435,4,1,1.04,1675.0,1.432,0,1,0,13.48,1.157,3,506.2,0.339,0.9,28.4,35.3,26.1,9.3,42.3,0,0,6.96,21.5,6.85,8.0,187.1,360.52
seg_002279,40.39193261388358,-77.12631321245676,4,0,2.91,1647.0,2.437,0,1,0,17.74,1.793,4,332.8,0.505,0.35,30.4,74.5,0.0,21.3,176.1,0,0,7.79,36.7,3.08,4.06,396.6,16.77
seg_002280,41.232202158016406,-87.89215829936664,6,1,17.19,6109.0,1.003,0,1,1,77.09,20.972,3,3403.6,0.437,1.489,32.6,51.0,12.4,16.3,4.2,0,0,6.66,12.5,2.79,3.79,1411.9,10.87
seg_002281,38.433405730312835,-75.03674233675987,2,1,26.77,50.0,0.624,0,1,0,30.55,4.098,3,828.2,0.648,0.177,42.6,46.6,0.0,30.8,12.8,0,0,8.11,29.2,6.25,7.05,344.4,36.03
seg_002282,41.07650776498043,-74.1730287903743,6,1,16.3,2875.0,0.207,0,1,0,4.11,0.363,3,169.1,0.291,1.522,14.3,35.7,69.7,7.4,22.1,0,0,7.63,12.7,4.81,5.47,331.6,107.37
seg_002283,38.62723089801036,-76.19581057721379,2,0,44.05,212.0,0.413,0,1,0,10.65,3.194,1,256.3,0.64,0.438,9.3,55.3,37.7,5.5,5.4,1,0,6.72,22.7,2.78,3.55,283.5,6.03
seg_002284,42.486287559424206,-79.27266785499155,5,0,45.96,1636.0,0.127,0,1,1,68.52,6.308,5,2910.5,0.709,1.964,27.2,63.4,4.6,9.8,262.2,0,0,8.23,14.1,1.59,1.88,171.0,9.85
seg_002285,38.521558655825466,-86.24757258094162,2,0,16.81,5108.0,0.184,0,1,0,116.0,9.173,3,5048.4,0.272,1.979,30.9,33.0,43.2,17.1,132.1,0,0,7.2,22.9,2.06,2.89,95.3,21.56
seg_002286,41.508401575608744,-74.13233158294116,7,6,13.38,29998.0,1.389,0,0,0,21.36,5.522,4,555.6,0.338,1.988,29.8,41.2,35.9,13.7,12.0,0,0,7.51,18.2,3.93,5.47,91.8,340.77
seg_002287,39.88294874526009,-68.72282758042337,5,0,17.64,920.0,0.102,0,0,0,23.22,6.067,6,1091.0,0.274,0.125,56.3,49.5,0.0,24.0,2.3,0,0,6.95,26.1,4.54,5.96,127.4,5.96
seg_002288,44.504201003088674,-78.95509227866717,1,0,5.06,123343.0,0.049,0,1,0,94.88,17.785,6,1735.1,0.685,0.512,25.5,53.0,38.2,19.3,7.8,0,0,7.5,17.8,1.47,1.7,103.4,9.83
seg_002289,39.794425105646056,-73.79970035488428,5,0,7.21,705.0,0.547,1,0,1,25.58,3.039,6,558.4,0.213,1.152,28.9,66.0,17.3,14.2,1.4,0,0,7.43,18.4,5.53,6.15,58.6,110.53
seg_002290,32.90787012717247,-83.84072156710025,2,0,12.47,651.0,0.0,0,1,0,9.22,1.17,1,243.7,0.737,1.495,6.6,39.7,44.8,4.7,0.6,0,0,7.06,32.7,2.51,3.05,145.6,13.38
seg_002291,45.04768600285597,-73.71393468153742,6,0,14.94,32941.0,0.469,0,1,0,152.58,19.208,4,5899.8,0.522,1.65,12.6,72.5,26.5,9.0,0.3,0,0,8.09,22.6,1.53,1.99,105.7,1.43
seg_002292,36.377070796549525,-77.96691148872328,4,1,32.24,2683.0,1.158,0,0,0,40.56,10.805,6,930.5,0.329,0.357,34.1,14.4,36.7,23.3,22.9,0,0,7.39,20.9,1.92,2.06,178.2,8.51
seg_002293,37.38493464540472,-79.81208975301458,3,0,32.09,6214.0,0.106,0,1,1,31.06,1.686,3,272.5,0.29,1.726,27.0,79.2,0.0,17.3,130.4,1,0,7.54,37.8,5.16,5.9,86.5,4.77
seg_002294,37.617354823826034,-79.80181820608065,4,0,7.64,1502.0,0.241,0,0,0,12.11,2.757,3,61.8,0.292,1.428,14.8,45.1,45.6,7.1,147.7,0,0,6.93,12.2,9.95,13.52,556.4,3.59
seg_002295,45.497752372683266,-77.96805791016504,4,0,11.39,1718.0,1.241,0,1,1,4.83,1.395,5,213.9,0.36,0.651,11.2,31.8,58.7,6.0,45.8,0,0,7.08,19.5,7.12,7.52,309.9,6.53
seg_002296,31.457303144085216,-74.08783342153733,1,0,27.14,7719.0,0.608,0,0,0,13.48,3.21,1,455.7,0.248,0.116,25.3,44.8,37.9,19.9,21.1,0,0,7.1,15.5,4.95,7.22,868.2,5.02
seg_002297,48.0,-82.56081600597759,2,0,2.29,43021.0,0.077,0,0,0,8.52,1.472,1,107.8,0.679,1.835,30.8,37.5,26.5,12.5,3.7,0,0,6.77,15.4,7.29,8.92,460.4,12.88
seg_002298,44.224227236264205,-77.98557665783926,7,0,35.01,6394.0,0.241,0,0,0,26.85,1.895,2,1224.3,0.364,0.477,28.3,59.5,12.2,17.7,162.2,0,0,6.65,21.0,2.61,3.03,298.6,4.11
seg_002299,40.89295565651664,-76.20735888999573,2,0,4.22,8760.0,0.819,0,1,0,11.66,0.672,6,437.4,0.209,0.793,48.7,57.3,0.0,32.8,99.3,0,0,6.98,11.2,5.8,6.11,292.4,40.32
seg_002300,39.780423997534854,-81.4951961226593,7,3,18.64,31567.0,0.997,0,1,1,2.13,0.218,1,84.2,0.678,1.715,15.9,45.1,34.5,6.1,42.1,0,0,7.51,22.6,2.52,3.29,341.9,124.43
seg_002301,41.14221629943063,-67.01667399162491,0,0,15.4,1262.0,0.085,0,0,0,15.54,3.156,2,392.1,0.552,1.36,24.2,26.5,32.8,13.3,63.9,0,0,7.98,14.9,1.38,1.74,58.4,3.17
seg_002302,42.08448971351736,-80.2674774003067,6,1,5.58,561.0,0.037,0,0,0,15.09,2.468,3,586.8,0.219,0.352,31.4,41.9,19.2,11.6,50.1,0,0,6.54,28.5,6.57,8.12,265.8,27.76
seg_002303,42.58086234380023,-79.34718456816745,1,0,28.74,415.0,0.607,0,1,0,4.48,0.898,3,144.6,0.335,1.961,20.1,24.3,66.8,11.4,35.2,0,0,8.15,12.7,2.04,2.74,225.6,25.37
seg_002304,42.22241786401379,-80.8915397491125,11,1,15.05,823.0,0.584,0,1,0,7.12,0.509,4,271.0,0.394,0.707,55.2,37.5,5.3,32.5,7.0,0,0,7.2,21.2,2.52,3.29,259.8,46.19
seg_002305,40.358322725021,-67.00759956430942,5,0,5.66,450.0,0.031,0,1,0,3.89,1.0,1,78.7,0.763,1.23,39.6,35.7,27.0,15.1,20.0,0,0,7.35,17.2,4.53,6.37,307.2,4.86
seg_002306,39.21064631877069,-73.23547385700259,2,0,44.29,37249.0,1.98,0,1,1,3.04,0.668,1,88.3,0.456,1.293,38.6,57.7,7.4,21.2,51.5,0,0,7.11,21.9,2.59,3.58,338.8,37.0
seg_002307,39.394906865385956,-80.68296003121822,2,0,12.56,96.0,0.171,0,0,0,6.27,1.313,4,41.4,0.615,1.179,13.3,69.9,1.5,4.5,81.1,0,0,7.02,15.2,4.97,5.24,61.1,15.03
seg_002308,39.220366878589275,-70.46884220570016,0,0,4.95,10713.0,0.244,0,0,0,8.62,0.803,4,106.0,0.666,1.201,48.5,43.7,3.1,36.5,39.0,0,0,8.42,24.2,1.22,1.26,33.8,11.2
seg_002309,44.535080387468255,-74.99650652855561,4,0,47.72,309.0,0.098,1,0,0,4.67,0.871,1,203.3,0.514,0.561,8.7,52.4,35.4,6.9,318.6,0,0,7.2,15.4,4.77,4.85,211.0,44.41
seg_002310,42.37422688912345,-74.71373289444249,3,0,4.02,130254.0,0.906,0,0,0,10.83,1.233,2,373.8,0.261,1.924,48.8,84.5,0.0,38.4,231.7,0,1,7.82,16.7,4.72,4.87,150.7,13.63
seg_002311,28.238445461342877,-77.72238604376227,1,0,103.3,6958.0,1.643,0,1,0,3.23,0.914,2,136.5,0.761,1.026,18.0,36.7,39.3,10.6,17.8,0,0,8.62,16.4,1.74,2.19,111.4,23.34
seg_002312,42.62360310611904,-79.74707993478486,5,2,14.14,716.0,0.131,0,0,0,22.86,3.81,2,691.4,0.47,0.367,34.7,47.0,8.1,26.6,122.0,0,0,7.16,13.8,4.18,4.2,221.8,18.29
seg_002313,40.7789447788751,-74.31116950472699,3,2,13.64,1181.0,0.291,0,0,0,32.27,4.095,4,789.1,0.302,1.714,8.1,49.8,40.1,4.7,5.4,0,0,8.1,17.0,2.91,3.99,418.6,239.61
seg_002314,39.92516497421641,-78.72543614997795,3,1,18.04,3541.0,0.613,0,1,0,17.22,4.954,3,717.8,0.661,0.38,3.6,49.3,50.4,2.8,9.7,0,0,6.64,24.9,2.96,3.91,251.4,8.44
seg_002315,38.44592618764446,-67.0,3,0,6.23,14212.0,0.375,0,0,1,30.4,3.084,2,216.5,0.729,1.739,24.2,56.0,22.1,12.4,8.6,0,0,6.7,11.6,1.98,2.4,82.4,5.97
seg_002316,44.49645087994406,-82.34645552621552,15,2,16.57,9155.0,0.09,0,0,1,9.3,1.611,1,333.8,0.639,1.164,32.3,33.9,43.6,25.5,4.6,1,0,6.89,20.7,11.52,11.7,215.2,263.97
seg_002317,43.79010584849143,-68.31921613572527,1,0,10.25,3001.0,1.32,0,0,0,0.95,0.088,1,30.8,0.468,0.183,13.9,56.3,19.6,10.9,48.0,0,0,7.53,22.5,2.32,2.92,139.4,9.72
seg_002318,36.90848932870556,-76.556594243989,4,0,34.41,1145.0,0.472,0,0,0,5.81,0.428,5,38.4,0.79,0.333,24.2,39.1,45.3,18.6,5.8,0,0,6.42,12.6,4.12,4.89,97.8,11.73
seg_002319,41.628209148498144,-74.50457132989447,0,0,3.91,1834.0,0.271,0,0,0,34.81,2.192,3,699.8,0.26,1.893,9.0,36.0,59.2,5.1,30.5,0,0,6.64,18.4,2.84,3.77,493.2,92.21
seg_002320,36.11337306183486,-71.83421116685282,7,0,8.28,59872.0,0.336,0,0,0,1.85,0.1,1,52.5,0.288,0.343,13.9,83.8,0.6,9.4,7.5,1,0,7.21,10.5,2.34,2.8,242.4,4.08
seg_002321,34.48152734084428,-79.15124647502218,3,4,4.85,260516.0,0.733,0,1,0,8.32,1.892,1,53.8,0.365,1.215,18.2,71.2,12.3,6.8,12.3,0,0,7.15,9.5,3.27,3.48,177.6,254.76
seg_002322,37.49313110164014,-71.67875807650682,3,0,50.82,33415.0,0.373,0,1,0,22.38,3.289,3,422.1,0.279,0.696,23.6,71.6,8.4,16.9,66.0,0,0,7.55,25.3,1.32,1.75,457.1,6.23
seg_002323,43.44957388953104,-89.53771927690589,1,0,27.07,473.0,0.351,0,0,0,4.14,1.16,1,23.4,0.469,1.615,15.5,25.9,49.9,9.4,38.9,0,0,6.17,12.9,2.64,3.07,757.6,5.22
seg_002324,43.81250018150435,-79.5999476661097,2,0,1.64,63027.0,0.449,0,0,1,1.51,0.313,1,26.1,0.557,1.609,25.6,58.8,1.8,12.7,1.0,0,0,6.68,16.8,2.15,2.75,247.8,32.82
seg_002325,42.05234168038917,-80.62031403670532,3,0,27.17,2124.0,0.296,0,1,1,15.52,3.907,3,760.5,0.382,1.615,39.6,20.3,32.4,31.3,88.9,0,0,7.32,16.0,5.54,5.56,1424.6,48.73
seg_002326,42.90038314739199,-82.2675300618588,6,0,9.84,4257.0,0.131,0,0,0,3.2,0.386,2,81.3,0.218,0.494,47.4,48.7,5.5,17.9,6.7,0,0,7.56,16.3,5.72,8.57,546.1,68.75
seg_002327,42.06471314845983,-77.07477419039476,1,0,29.31,288.0,0.546,0,0,0,40.7,4.199,4,1942.3,0.536,1.451,41.7,49.5,8.0,30.6,19.3,0,0,7.88,22.6,2.81,3.88,450.8,5.19
seg_002328,37.43407361910819,-74.07125015909152,6,0,13.09,5572.0,0.786,0,1,0,129.07,20.786,6,5316.2,0.536,0.274,6.1,58.9,43.6,2.6,10.9,0,0,6.9,16.2,1.38,1.68,246.2,1.22
seg_002329,41.72769017869576,-72.48670000750347,1,0,24.37,668.0,0.919,0,0,0,10.62,2.729,3,178.5,0.723,0.246,38.0,15.3,34.4,26.8,3.7,1,0,7.73,27.3,1.71,2.32,289.9,7.18
seg_002330,43.20163810091073,-74.79561621399796,1,0,13.95,49808.0,0.011,0,0,0,18.89,3.208,3,890.9,0.262,0.877,31.5,45.7,15.9,25.2,0.9,1,0,6.74,22.2,11.45,12.24,101.8,4.73
seg_002331,43.017165319254296,-79.32846732446774,3,0,2.2,523486.0,0.276,0,1,0,106.5,19.978,7,1970.6,0.423,1.235,12.0,65.7,29.8,6.3,123.2,0,0,7.05,18.1,4.87,4.91,91.9,11.19
seg_002332,44.75565348589857,-74.15491781087417,2,0,55.82,3660.0,1.918,0,1,0,3.75,0.524,1,77.0,0.339,0.695,29.6,71.8,0.0,21.4,923.9,0,0,7.12,21.3,2.73,3.25,355.9,14.98
seg_002333,42.833215388804255,-75.37857152574574,0,0,34.0,8166.0,0.032,0,0,0,13.12,2.598,5,244.6,0.262,0.68,50.6,32.9,0.2,39.9,1.4,0,0,6.74,15.1,7.66,10.37,1042.9,6.0
seg_002334,41.405792830166334,-71.31971916031992,2,0,33.3,2056.0,0.77,0,0,0,27.7,4.886,3,689.8,0.381,0.242,30.1,3.7,74.7,22.3,150.3,0,0,7.38,18.8,5.67,6.99,151.0,6.57
seg_002335,44.28060095326571,-72.11531648534242,2,0,6.46,4656.0,0.067,0,0,0,1.17,0.193,1,9.7,0.683,0.472,22.4,77.8,12.2,11.2,43.5,0,1,7.02,10.5,2.93,3.37,43.2,3.33
seg_002336,39.89391496300376,-75.84761793039685,3,0,14.78,1149.0,1.292,0,0,0,0.96,0.179,1,40.0,0.341,1.259,11.8,39.9,48.9,7.9,0.5,0,0,7.2,25.2,6.5,6.67,151.2,227.39
seg_002337,36.472501395089125,-80.48626503080628,2,0,7.92,5997.0,0.558,0,0,0,2.8,0.433,3,24.3,0.748,1.394,1.6,60.3,48.9,1.3,1.5,0,0,7.99,30.6,1.66,1.83,273.0,7.26
seg_002338,39.34773214422494,-79.26475077916041,2,1,34.9,9551.0,0.646,0,1,0,19.96,4.927,5,529.6,0.615,1.824,25.5,74.0,9.8,7.9,23.1,0,1,7.27,25.4,3.57,4.71,35.2,3.91
seg_002339,37.0203894207742,-78.74894679819016,6,0,12.17,6796.0,1.893,0,0,0,5.39,0.361,1,43.8,0.257,0.812,21.0,71.8,2.3,10.9,54.4,0,0,6.92,14.5,5.16,6.72,101.7,9.62
seg_002340,37.29928690010247,-77.57633166958128,4,0,5.14,16387.0,1.402,0,0,0,8.09,1.121,3,278.9,0.333,0.549,25.7,47.5,62.5,12.1,7.2,0,0,7.07,16.7,12.27,12.42,639.3,7.12
seg_002341,39.42192531713793,-74.65974786205123,1,0,26.02,1832.0,0.307,0,1,1,3.24,0.772,2,81.9,0.221,1.467,13.7,27.5,57.1,8.4,33.9,0,0,7.38,28.6,5.45,7.61,147.2,74.9
seg_002342,36.830320316000154,-72.42412804935971,6,0,3.32,832620.0,0.235,0,1,0,13.47,1.905,2,68.0,0.269,1.379,23.5,55.0,19.4,18.5,2.3,0,0,7.65,15.4,12.11,15.3,338.4,7.31
seg_002343,38.76815388144384,-76.25559346507688,8,1,38.92,1268.0,0.273,0,1,0,2.19,0.367,1,53.6,0.633,0.623,62.8,22.5,21.8,25.0,69.6,0,0,6.89,22.0,2.95,2.97,264.0,21.31
seg_002344,32.42554133218486,-75.91937606049764,3,0,3.22,898.0,0.1,0,1,0,43.02,6.369,5,919.2,0.293,1.561,37.1,39.7,0.0,26.4,4.5,0,0,7.13,9.7,1.36,1.77,119.6,3.55
seg_002345,40.853174829491756,-75.28346847499998,2,1,11.99,24.0,0.421,0,1,0,36.56,5.03,2,1686.8,0.376,0.482,34.6,49.1,30.6,19.2,15.7,0,0,7.57,17.9,3.32,4.59,86.8,247.59
seg_002346,40.0048219014489,-78.5795265656617,2,0,3.51,14885.0,1.932,0,1,0,36.11,6.768,2,1154.0,0.611,0.761,14.6,47.0,33.5,7.1,27.9,0,0,7.37,14.4,5.12,7.55,127.1,7.36
seg_002347,36.731645475727234,-80.62696128821479,6,0,21.33,13.0,0.336,0,1,0,7.53,0.685,1,318.0,0.583,0.566,17.6,34.1,35.4,12.5,2129.1,0,0,7.15,22.1,1.12,1.54,238.0,5.67
seg_002348,42.63698267372962,-84.77718948655355,4,3,2.01,2290.0,2.813,0,0,0,18.63,2.962,3,214.5,0.738,1.334,86.7,25.2,0.0,62.7,22.1,1,0,7.68,16.2,4.59,4.91,151.1,72.4
